"","journal","ISSN"
"1906","ARABIAN_JOURNAL_FOR_SCIENCE_AND_ENGINEERING","2193-567X"
"1907","ARCHITECTURAL_ENGINEERING_AND_DESIGN_MANAGEMENT","1745-2007"
"1908","BIOCHEMISTRY","0006-2960"
"1909","BIOCHEMISTRY_AND_CELL_BIOLOGY","0829-8211"
"1910","BIOLOGICAL_INVASIONS","1387-3547"
"1911","BIOPOLYMERS","0006-3525"
"1912","BIOTECHNOLOGY_PROGRESS","8756-7938"
"1913","BRAIN_RESEARCH","0006-8993"
"1914","CARDIOVASCULAR_AND_INTERVENTIONAL_RADIOLOGY","0174-1551"
"1915","CEREBROVASCULAR_DISEASES","1015-9770"
"1916","CHAOS","1054-1500"
"1917","CHEMISTRY_&_BIODIVERSITY","1612-1872"
"1918","CHEMPHYSCHEM","1439-4235"
"1919","CHINESE_JOURNAL_OF_INTEGRATIVE_MEDICINE","1672-0415"
"1920","CLINICAL_AND_EXPERIMENTAL_PHARMACOLOGY_AND_PHYSIOLOGY","0305-1870"
"1921","GASTROINTESTINAL_ENDOSCOPY","0016-5107"
"1922","IEEE_JOURNAL_OF_BIOMEDICAL_AND_HEALTH_INFORMATICS","2168-2194"
"1923","IEEE_TRANSACTIONS_ON_INDUSTRIAL_ELECTRONICS","0278-0046"
"1924","INTERNATIONAL_JOURNAL_OF_EPIDEMIOLOGY","0300-5771"
"1925","JOURNAL_OF_ENVIRONMENTAL_CHEMICAL_ENGINEERING","2213-2929"
"1926","MOLECULAR_ECOLOGY_RESOURCES","1755-098X"
"1927","PHYTOCHEMISTRY_REVIEWS","1568-7767"
"1928","RUSSIAN_CHEMICAL_REVIEWS","0036-021X"
"1929","INTERNATIONAL_JOURNAL_OF_BIOMEDICAL_IMAGING","1687-4188"
"1930","ECOSYSTEM_SERVICES","2212-0416"
"1931","GLOBAL_STRATEGY_JOURNAL","2042-5791"
"1932","JOURNAL_OF_ADOLESCENT_HEALTH","1054-139X"
"1933","JOURNAL_OF_CHILD_PSYCHOLOGY_AND_PSYCHIATRY","0021-9630"
"1934","JOURNAL_OF_MANUFACTURING_TECHNOLOGY_MANAGEMENT","1741-038X"
"1935","JOURNAL_OF_PERSONALITY_AND_SOCIAL_PSYCHOLOGY","0022-3514"
"1936","TRANSPORTATION_RESEARCH_PART_D-TRANSPORT_AND_ENVIRONMENT","1361-9209"
"1937","ALIMENTARY_PHARMACOLOGY_&_THERAPEUTICS","0269-2813"
"1938","ANTIVIRAL_RESEARCH","0166-3542"
"1939","BLOOD_ADVANCES","2473-9529"
"1940","JOURNAL_OF_DENTAL_RESEARCH","0022-0345"
"1941","BRAZILIAN_JOURNAL_OF_ANALYTICAL_CHEMISTRY","2179-3425"
"1942","BREAST_CANCER_MANAGEMENT","1758-1923"
"1943","BRITISH_JOURNAL_OF_MUSIC_THERAPY","1359-4575"
"1944","CAMBRIDGE_INTERNATIONAL_LAW_JOURNAL","2398-9173"
"1945","CANADIAN_ETHNIC_STUDIES-ETUDES_ETHNIQUES_AU_CANADA","0008-3496"
"1946","CANADIAN_JOURNAL_OF_CAREER_DEVELOPMENT","1499-1845"
"1947","CANADIAN_JOURNAL_OF_LAW_AND_SOCIETY","0829-3201"
"1948","CANADIAN_JOURNAL_OF_SPEECH-LANGUAGE_PATHOLOGY_AND_AUDIOLOGY","1913-2018"
"1949","CAPITAL_MARKETS_LAW_JOURNAL","1750-7219"
"1950","CATALOGING_&_CLASSIFICATION_QUARTERLY","0163-9374"
"1951","CATALYSIS_IN_INDUSTRY","2070-0504"
"1952","CENTRAL_EUROPEAN_PUBLIC_ADMINISTRATION_REVIEW","2591-2240"
"1953","CHILD_&_YOUTH_SERVICES","0145-935X"
"1954","CHILEAN_JOURNAL_OF_STATISTICS","0718-7912"
"1955","CHINESE_JOURNAL_OF_APPLIED_LINGUISTICS","2192-9505"
"1956","CHINESE_JOURNAL_OF_CHROMATOGRAPHY","1000-8713"
"1957","CITY_&_SOCIETY","0893-0465"
"1958","CIVIL_AND_ENVIRONMENTAL_ENGINEERING_REPORTS","2080-5187"
"1959","CLINICAL_ADVANCES_IN_PERIODONTICS","2573-8046"
"1960","CLINICAL_DIABETOLOGY","2450-8187"
"1961","DEFENCE_AND_PEACE_ECONOMICS","1024-2694"
"1962","DEVIANT_BEHAVIOR","0163-9625"
"1963","ECONOMIST-NETHERLANDS","0013-063X"
"1964","EUROPEAN_SECURITY","0966-2839"
"1965","EVALUATION_AND_PROGRAM_PLANNING","0149-7189"
"1966","GAIA-ECOLOGICAL_PERSPECTIVES_FOR_SCIENCE_AND_SOCIETY","0940-5550"
"1967","GENEVA_PAPERS_ON_RISK_AND_INSURANCE-ISSUES_AND_PRACTICE","1018-5895"
"1968","HIGHER_EDUCATION_POLICY","0952-8733"
"1969","INTERNATIONAL_DEVELOPMENT_PLANNING_REVIEW","1474-6743"
"1970","INTERNATIONAL_FEMINIST_JOURNAL_OF_POLITICS","1461-6742"
"1971","INTERNATIONAL_JOURNAL_OF_APPLIED_LINGUISTICS","0802-6106"
"1972","INTERNATIONAL_JOURNAL_OF_MOBILE_COMMUNICATIONS","1470-949X"
"1973","INTERNATIONAL_JOURNAL_OF_TRANSITIONAL_JUSTICE","1752-7716"
"1974","INTERNATIONAL_RELATIONS","0047-1178"
"1975","JOURNAL_OF_AFRICAN_ECONOMIES","0963-8024"
"1976","JOURNAL_OF_BEHAVIORAL_AND_EXPERIMENTAL_ECONOMICS","2214-8043"
"1977","JOURNAL_OF_CONTEMPORARY_ETHNOGRAPHY","0891-2416"
"1978","JOURNAL_OF_DISABILITY_POLICY_STUDIES","1044-2073"
"1979","JOURNAL_OF_EARLY_CHILDHOOD_LITERACY","1468-7984"
"1980","JOURNAL_OF_ECONOMIC_THEORY","0022-0531"
"1981","CLINICAL_JOURNAL_OF_PAIN","0749-8047"
"1982","COGNITIVE_AFFECTIVE_&_BEHAVIORAL_NEUROSCIENCE","1530-7026"
"1983","COMPUTER_APPLICATIONS_IN_ENGINEERING_EDUCATION","1061-3773"
"1984","COMPUTERS_&_MATHEMATICS_WITH_APPLICATIONS","0898-1221"
"1985","CONNECTIVE_TISSUE_RESEARCH","0300-8207"
"1986","CONTRACEPTION","0010-7824"
"1987","CRITICAL_CARE_AND_RESUSCITATION","1441-2772"
"1988","CURRENT_HEMATOLOGIC_MALIGNANCY_REPORTS","1558-8211"
"1989","CYTOSKELETON","1949-3584"
"1990","DEVELOPMENTAL_AND_COMPARATIVE_IMMUNOLOGY","0145-305X"
"1991","DEVELOPMENTAL_NEUROSCIENCE","0378-5866"
"1992","DIAGNOSTIC_MICROBIOLOGY_AND_INFECTIOUS_DISEASE","0732-8893"
"1993","DIFFERENTIATION","0301-4681"
"1994","DIGITAL_SIGNAL_PROCESSING","1051-2004"
"1995","DRUG_TESTING_AND_ANALYSIS","1942-7603"
"1996","ELECTROPHORESIS","0173-0835"
"1997","ENERGY_SOURCES_PART_A-RECOVERY_UTILIZATION_AND_ENVIRONMENTAL_EFFECTS","1556-7036"
"1998","EUROPEAN_JOURNAL_OF_CLINICAL_PHARMACOLOGY","0031-6970"
"1999","EUROPEAN_JOURNAL_OF_PROTISTOLOGY","0932-4739"
"2000","EVOLUTION_&_DEVELOPMENT","1520-541X"
"2001","JOURNAL_OF_THE_AMERICAN_MEDICAL_DIRECTORS_ASSOCIATION","1525-8610"
"2002","NEUROPSYCHOPHARMACOLOGY","0893-133X"
"2003","PHOTONICS_RESEARCH","2327-9125"
"2004","BIOMEDICINE_&_PHARMACOTHERAPY","0753-3322"
"2005","EUROPEAN_RESPIRATORY_REVIEW","0905-9180"
"2006","FUEL_PROCESSING_TECHNOLOGY","0378-3820"
"2007","NANOPHOTONICS","2192-8606"
"2008","EUROPEAN_MANAGEMENT_JOURNAL","0263-2373"
"2009","FOREIGN_AFFAIRS","0015-7120"
"2010","INTERNATIONAL_JOURNAL_OF_LOGISTICS_MANAGEMENT","0957-4093"
"2011","INTERNATIONAL_JOURNAL_OF_SOCIAL_PSYCHIATRY","0020-7640"
"2012","LEADERSHIP_QUARTERLY","1048-9843"
"2013","POLITICAL_COMMUNICATION","1058-4609"
"2014","ARTIFICIAL_INTELLIGENCE_IN_MEDICINE","0933-3657"
"2015","CIRCULATION-CARDIOVASCULAR_IMAGING","1941-9651"
"2016","CURRENT_OPINION_IN_CELL_BIOLOGY","0955-0674"
"2017","DECISION_SUPPORT_SYSTEMS","0167-9236"
"2018","FRONTIERS_OF_PHYSICS","2095-0462"
"2019","FUTURE_GENERATION_COMPUTER_SYSTEMS-THE_INTERNATIONAL_JOURNAL_OF_ESCIENCE","0167-739X"
"2020","IEEE_JOURNAL_OF_SELECTED_TOPICS_IN_SIGNAL_PROCESSING","1932-4553"
"2021","COMPARATIVE_STUDIES_OF_SOUTH_ASIA_AFRICA_AND_THE_MIDDLE_EAST","1089-201X"
"2022","CONSTELLATIONS-AN_INTERNATIONAL_JOURNAL_OF_CRITICAL_AND_DEMOCRATIC_THEORY","1351-0487"
"2023","CONTEMPORARY_ASIA_ARBITRATION_JOURNAL","1999-9747"
"2024","CONTEMPORARY_REVIEW_OF_THE_MIDDLE_EAST","2347-7989"
"2025","CONTEMPORARY_VOICE_OF_DALIT","2455-328X"
"2026","CREATIVE_NURSING","1078-4535"
"2027","CRIME_PREVENTION_&_COMMUNITY_SAFETY","1460-3780"
"2028","CRITICAL_RESEARCH_ON_RELIGION","2050-3032"
"2029","CUADERNOS_DE_PREHISTORIA_Y_ARQUEOLOGIA-UNIVERSIDAD_AUTONOMA_DE_MADRID","0211-1608"
"2030","CURRENT_EMERGENCY_AND_HOSPITAL_MEDICINE_REPORTS","2167-4884"
"2031","CURRENT_TRAUMA_REPORTS","2198-6096"
"2032","DISTINKTION-JOURNAL_OF_SOCIAL_THEORY","1600-910X"
"2033","ECOSISTEMAS","1697-2473"
"2034","EDUCATION_FOR_HEALTH","1357-6283"
"2035","ELECTRONIC_JOURNAL_OF_APPLIED_STATISTICAL_ANALYSIS","2070-5948"
"2036","ELECTRONIC_JOURNAL_OF_RESEARCH_IN_EDUCATIONAL_PSYCHOLOGY","1699-5880"
"2037","EURASIAN_MINING","2072-0823"
"2038","EUROPEAN_JOURNAL_OF_PURE_AND_APPLIED_MATHEMATICS","1307-5543"
"2039","EUROPEAN_JOURNAL_OF_SOCIAL_SECURITY","1388-2627"
"2040","EUROPEAN_LABOUR_LAW_JOURNAL","2031-9525"
"2041","JOURNAL_OF_EDUCATIONAL_ADMINISTRATION","0957-8234"
"2042","JOURNAL_OF_EMPLOYMENT_COUNSELING","0022-0787"
"2043","JOURNAL_OF_FAMILY_STUDIES","1322-9400"
"2044","JOURNAL_OF_FAMILY_THERAPY","0163-4445"
"2045","JOURNAL_OF_GENETIC_PSYCHOLOGY","0022-1325"
"2046","JOURNAL_OF_MEDICINE_AND_PHILOSOPHY","0360-5310"
"2047","JOURNAL_OF_MENTAL_HEALTH_POLICY_AND_ECONOMICS","1091-4358"
"2048","JOURNAL_OF_PERSONNEL_PSYCHOLOGY","1866-5888"
"2049","JOURNAL_OF_POLITICAL_IDEOLOGIES","1356-9317"
"2050","JOURNAL_OF_PRAGMATICS","0378-2166"
"2051","JOURNAL_OF_PRODUCTIVITY_ANALYSIS","0895-562X"
"2052","JOURNAL_OF_PSYCHOPATHOLOGY_AND_BEHAVIORAL_ASSESSMENT","0882-2689"
"2053","JOURNAL_OF_PUBLIC_CHILD_WELFARE","1554-8732"
"2054","JOURNAL_OF_RATIONAL-EMOTIVE_AND_COGNITIVE-BEHAVIOR_THERAPY","0894-9085"
"2055","JOURNAL_OF_SOCIAL_SERVICE_RESEARCH","0148-8376"
"2056","JOURNAL_OF_SOCIAL_WORK","1468-0173"
"2057","LANGUAGE_POLICY","1568-4555"
"2058","LAW_AND_SOCIAL_INQUIRY-JOURNAL_OF_THE_AMERICAN_BAR_FOUNDATION","0897-6546"
"2059","LINGUISTIC_INQUIRY","0024-3892"
"2060","LINGUISTICS_AND_EDUCATION","0898-5898"
"2061","EXTREMOPHILES","1431-0651"
"2062","FISH_PHYSIOLOGY_AND_BIOCHEMISTRY","0920-1742"
"2063","FOOD_ADDITIVES_AND_CONTAMINANTS_PART_A-CHEMISTRY_ANALYSIS_CONTROL_EXPOSURE_&_RISK_ASSESSMENT","1944-0049"
"2064","FOOD_ADDITIVES_&_CONTAMINANTS_PART_B-SURVEILLANCE","1939-3210"
"2065","FOOD_ANALYTICAL_METHODS","1936-9751"
"2066","FOOD_SCIENCE_AND_BIOTECHNOLOGY","1226-7708"
"2067","FRONTIERS_IN_ENERGY","2095-1701"
"2068","FUNCTIONAL_&_INTEGRATIVE_GENOMICS","1438-793X"
"2069","FUNDAMENTAL_&_CLINICAL_PHARMACOLOGY","0767-3981"
"2070","FUNGAL_ECOLOGY","1754-5048"
"2071","GEOHERITAGE","1867-2477"
"2072","GREY_SYSTEMS-THEORY_AND_APPLICATION","2043-9377"
"2073","HEAD_AND_NECK-JOURNAL_FOR_THE_SCIENCES_AND_SPECIALTIES_OF_THE_HEAD_AND_NECK","1043-3074"
"2074","HPB","1365-182X"
"2075","IEEE_ELECTRICAL_INSULATION_MAGAZINE","0883-7554"
"2076","IEEE_TRANSACTIONS_ON_COMPUTER-AIDED_DESIGN_OF_INTEGRATED_CIRCUITS_AND_SYSTEMS","0278-0070"
"2077","IEEE_TRANSACTIONS_ON_HAPTICS","1939-1412"
"2078","INDIAN_JOURNAL_OF_DERMATOLOGY_VENEREOLOGY_&_LEPROLOGY","0378-6323"
"2079","INFORMATICA","0868-4952"
"2080","INTERNATIONAL_JOURNAL_FOR_NUMERICAL_METHODS_IN_ENGINEERING","0029-5981"
"2081","INFECTION","0300-8126"
"2082","MACHINE_LEARNING","0885-6125"
"2083","MODERN_PATHOLOGY","0893-3952"
"2084","THROMBOSIS_RESEARCH","0049-3848"
"2085","ADVANCES_IN_CLIMATE_CHANGE_RESEARCH","1674-9278"
"2086","BREAST_CANCER_RESEARCH","1465-5411"
"2087","JOURNAL_OF_HEADACHE_AND_PAIN","1129-2369"
"2088","JOURNAL_OF_MICROBIOLOGY_IMMUNOLOGY_AND_INFECTION","1684-1182"
"2089","NANOTECHNOLOGY_REVIEWS","2191-9089"
"2090","AGING_AND_DISEASE","2152-5250"
"2091","JOURNAL_OF_MEDICAL_INTERNET_RESEARCH","1438-8871"
"2092","LANCET_REGIONAL_HEALTH-AMERICAS","2667-193X"
"2093","BUSINESS_HORIZONS","0007-6813"
"2094","DEPRESSION_AND_ANXIETY","1091-4269"
"2095","ANALYTICAL_CHEMISTRY","0003-2700"
"2096","BEST_PRACTICE_&_RESEARCH_CLINICAL_ENDOCRINOLOGY_&_METABOLISM","1521-690X"
"2097","BLOOD_REVIEWS","0268-960X"
"2098","BUILDING_AND_ENVIRONMENT","0360-1323"
"2099","CIRCULATION-GENOMIC_AND_PRECISION_MEDICINE","2574-8300"
"2100","CONSTRUCTION_AND_BUILDING_MATERIALS","0950-0618"
