ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
NA	2386-7418	Spain	Double_anonymous_peer_review	18	No	NA	No
1411-1772	2503-1899	Indonesia	Peer_review	24	Yes	500000_IDR	No
2008-5117	2008-6830	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	7	No	NA	No
NA	2541-2205	Indonesia	Peer_review	24	No	NA	No
1460-9819	2051-3070	United_Kingdom	Editorial_review	20	No	NA	No
1579-1726	1988-2041	Spain	Double_anonymous_peer_review	12	Yes	200_EUR	No
NA	2472-7245	United_States	Double_anonymous_peer_review	6	Yes	2250_USD	No
2354-7901	2354-8231	Indonesia	Peer_review	24	No	NA	No
NA	2316-8374	Brazil	Double_anonymous_peer_review	60	No	NA	No
NA	2451-6961	Argentina	Double_anonymous_peer_review	12	No	NA	No
2383-2185	2588-2686	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	No	NA	No
1692-7273	2145-4507	Colombia	Double_anonymous_peer_review	35	No	NA	No
NA	1541-4914	United_States	Double_anonymous_peer_review	15	No	NA	No
1413-9448	1983-8891	Brazil	Double_anonymous_peer_review	24	No	NA	No
NA	2477-5282	Indonesia	Double_anonymous_peer_review	20	No	NA	No
1698-322X	2340-8146	Spain	Double_anonymous_peer_review	5	No	NA	No
2355-6633	2548-5490	Indonesia	Double_anonymous_peer_review	10	Yes	200000_IDR	No
2528-262X	2460-7746	Indonesia	Peer_review	24	No	NA	No
1657-320X	2339-3874	Colombia	Double_anonymous_peer_review	24	No	NA	No
1415-4676	1980-6183	Brazil	Peer_review	28	No	NA	No
NA	2549-0303	Indonesia	Peer_review	24	No	NA	No
1018-4171	2199-7233	Germany	Peer_review	24	No	NA	No
2339-1561	2580-7684	Indonesia	Double_anonymous_peer_review	18	No	NA	No
1135-416X	2444-1449	Spain	Double_anonymous_peer_review	30	No	NA	No
NA	2187-0594	Japan	Double_anonymous_peer_review	4	No	NA	No
1133-6595	2013-035X	Spain	Double_anonymous_peer_review	20	No	NA	No
1683-1764	1735-7322	"Iran,_Islamic_Republic_of"	Anonymous_peer_review	4	No	NA	No
1415-4498	2596-2477	Brazil	Double_anonymous_peer_review	16	No	NA	No
2307-4485	2309-3072	Russian_Federation	Double_anonymous_peer_review	13	Yes	40000_RUB	No
1693-7619	2580-4170	Indonesia	Double_anonymous_peer_review	24	Yes	300000_IDR	No
1858-1463	2580-6807	Indonesia	Double_anonymous_peer_review	10	Yes	350000_IDR	No
1682-1750	2194-9034	Germany	Peer_review	16	No	NA	No
NA	1684-1859	Cuba	Double_anonymous_peer_review	16	No	NA	No
NA	2365-7758	Germany	Double_anonymous_peer_review	18	Yes	900_EUR	Yes
2027-5846	NA	Colombia	Double_anonymous_peer_review	16	No	NA	No
2415-6779	2518-4474	Pakistan	Double_anonymous_peer_review	24	No	NA	No
NA	2523-3246	Singapore	Double_anonymous_peer_review	9	No	NA	No
2352-6181	2352-619X	United_Kingdom	Anonymous_peer_review	16	No	NA	No
0214-6452	1988-2491	Spain	Double_anonymous_peer_review	9	No	NA	No
NA	1555-9033	United_States	Anonymous_peer_review	20	No	NA	No
2514-5789	2514-5797	United_Kingdom	Double_anonymous_peer_review	15	No	NA	No
2194-6825	2242-248X	Finland	Double_anonymous_peer_review	40	No	NA	No
2071-8330	2306-3483	Poland	Double_anonymous_peer_review	24	No	NA	No
2066-7795	2343-9521	Romania	Double_anonymous_peer_review	5	No	NA	No
1829-6564	2548-8643	Indonesia	Peer_review	24	No	NA	No
1982-291X	2317-3475	Brazil	Double_anonymous_peer_review	16	No	NA	No
1575-5533	2385-3573	Spain	Double_anonymous_peer_review	24	No	NA	No
1517-6312	2177-2894	Brazil	Anonymous_peer_review	9	No	NA	No
2089-5003	2527-7014	Indonesia	Double_anonymous_peer_review	10	No	NA	No
1693-699X	2502-065X	Indonesia	Double_anonymous_peer_review	24	No	NA	No
2236-0514	2238-8850	Brazil	Double_anonymous_peer_review	4	No	NA	No
1863-5407	1613-4796	Germany	Anonymous_peer_review	31	Yes	1550_EUR	Yes
1815-6169	NA	Russian_Federation	Anonymous_peer_review	17	No	NA	No
NA	2579-5341	Indonesia	Anonymous_peer_review	18	Yes	15_USD	No
NA	2443-0110	Indonesia	Double_anonymous_peer_review	24	No	NA	No
NA	1983-4195	Brazil	Peer_review	25	No	NA	No
NA	2054-6203	United_Kingdom	Double_anonymous_peer_review	19	No	NA	No
NA	2548-1819	Indonesia	Peer_review	5	No	NA	No
2337-7895	2461-0550	Indonesia	Double_anonymous_peer_review	24	Yes	200000_IDR	Yes
NA	2301-8313	Indonesia	Double_anonymous_peer_review	14	No	NA	No
1681-6048	2308-8893	Ukraine	Anonymous_peer_review	52	No	NA	No
0122-6517	2382-4700	Colombia	Double_anonymous_peer_review	8	No	NA	No
2085-9929	2579-5414	Indonesia	Peer_review	24	Yes	200000_IDR	No
0582-3234	NA	Sweden	Double_anonymous_peer_review	50	No	NA	No
0001-3765	1678-2690	Brazil	Peer_review	18	No	NA	No
NA	2238-510X	Brazil	Peer_review	24	No	NA	No
NA	2346-8866	Argentina	Double_anonymous_peer_review	20	No	NA	No
NA	2525-989X	Brazil	Double_anonymous_peer_review	16	No	NA	No
2007-9028	2007-901X	Mexico	Double_anonymous_peer_review	32	No	NA	No
0211-979X	2174-5625	Spain	Double_anonymous_peer_review	24	No	NA	No
NA	2526-9488	Brazil	Double_anonymous_peer_review	5	No	NA	No
NA	2237-8294	Brazil	Double_anonymous_peer_review	8	No	NA	No
1317-0570	2343-5763	"Venezuela,_Bolivarian_Republic_of"	Double_anonymous_peer_review	24	No	NA	No
2500-1582	2500-1574	Russian_Federation	Anonymous_peer_review	12	No	NA	No
1411-2639	NA	Indonesia	Double_anonymous_peer_review	16	No	NA	No
NA	2532-1994	Italy	Anonymous_peer_review	24	No	NA	No
NA	2503-4588	Indonesia	Double_anonymous_peer_review	24	Yes	300000_IDR	Yes
2345-3931	2382-9877	"Iran,_Islamic_Republic_of"	Peer_review	16	No	NA	No
2173-1292	2174-5145	Spain	Double_anonymous_peer_review	12	No	NA	No
1869-215X	1869-7534	Germany	Anonymous_peer_review	31	Yes	2000_EUR	Yes
NA	2175-974X	Brazil	Anonymous_peer_review	10	No	NA	No
NA	1989-5917	Spain	Double_anonymous_peer_review	36	No	NA	No
NA	2661-8974	United_Kingdom	Anonymous_peer_review	12	No	NA	No
0327-585X	2250-754X	Argentina	Double_anonymous_peer_review	16	No	NA	No
2251-8762	2251-8770	"Iran,_Islamic_Republic_of"	Peer_review	12	No	NA	No
NA	2373-7867	United_States	Double_anonymous_peer_review	14	Yes	400_USD	No
NA	2387-2667	Norway	Anonymous_peer_review	53	No	NA	No
1519-7050	NA	Brazil	Peer_review	18	No	NA	No
NA	2317-4765	Brazil	Double_anonymous_peer_review	12	No	NA	No
0328-8773	1853-001X	Argentina	Double_anonymous_peer_review	12	No	NA	No
NA	2595-0096	Brazil	Double_anonymous_peer_review	12	No	NA	No
2086-2555	2622-7363	Indonesia	Double_anonymous_peer_review	16	No	NA	No
1972-7623	2035-6609	Italy	Double_anonymous_peer_review	6	No	NA	No
1666-485X	1668-723X	Argentina	Double_anonymous_peer_review	24	No	NA	No
NA	1647-6336	Portugal	Double_anonymous_peer_review	35	No	NA	No
2663-1156	2663-1164	Ukraine	Double_anonymous_peer_review	6	Yes	700_UAH	No
NA	2704-8128	Italy	Double_anonymous_peer_review	28	No	NA	No
NA	2416-5999	France	Peer_review	8	No	NA	No
2087-8850	2522-6405	Indonesia	Anonymous_peer_review	8	No	NA	No
NA	1981-3694	Brazil	Double_anonymous_peer_review	8	No	NA	No
1808-7329	1809-0893	Brazil	Double_anonymous_peer_review	24	No	NA	No
2538-2667	2588-3186	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	16	No	NA	No
1979-9411	2442-238X	Indonesia	Double_anonymous_peer_review	5	Yes	400000_IDR	No
0102-0935	1678-4162	Brazil	Peer_review	26	Yes	800_USD	No
2459-9522	2548-6756	Indonesia	Double_anonymous_peer_review	6	Yes	250000_IDR	No
2355-6102	2502-0404	Indonesia	Double_anonymous_peer_review	4	Yes	300000_IDR	No
NA	2666-9366	Netherlands	Open_peer_review	10	No	NA	No
NA	2549-8282	Indonesia	Anonymous_peer_review	12	No	NA	No
0213-2214	2660-714X	Spain	Anonymous_peer_review	12	No	NA	No
2179-7064	1983-3636	Brazil	Peer_review	24	No	NA	No
2310-5534	2414-9306	Ukraine	Anonymous_peer_review	4	No	NA	No
1413-4128	1982-6729	Brazil	Double_anonymous_peer_review	24	No	NA	No
2087-4235	2541-1659	Indonesia	Anonymous_peer_review	10	Yes	1000000_IDR	No
1995-1213	2219-7508	Bangladesh	Double_anonymous_peer_review	8	No	NA	No
NA	2411-1783	Peru	Double_anonymous_peer_review	15	No	NA	No
1679-9615	2175-5841	Brazil	Double_anonymous_peer_review	15	No	NA	No
NA	2383-3378	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
1519-8464	2317-2150	Brazil	Double_anonymous_peer_review	10	No	NA	No
1678-5029	2317-8558	Brazil	Double_anonymous_peer_review	20	No	NA	No
1132-2217	2172-4555	Spain	Double_anonymous_peer_review	16	No	NA	No
NA	2238-0701	Brazil	Anonymous_peer_review	12	No	NA	No
NA	2001-015X	Sweden	Double_anonymous_peer_review	8	No	NA	No
1013-7025	1876-441X	Singapore	Double_anonymous_peer_review	24	No	NA	No
0120-4688	2389-9387	Colombia	Double_anonymous_peer_review	12	No	NA	No
0103-7307	1980-6248	Brazil	Anonymous_peer_review	24	No	NA	No
1518-6059	2318-2695	Brazil	Peer_review	20	No	NA	No
1829-6467	2615-8094	Indonesia	Double_anonymous_peer_review	24	No	NA	No
0889-3667	2168-3344	United_States	Peer_review	12	No	NA	No
NA	2212-6821	"Korea,_Republic_of"	Peer_review	20	No	NA	No
1870-3453	2007-8706	Mexico	Peer_review	20	No	NA	Yes
1068-5502	2327-8285	United_States	Double_anonymous_peer_review	35	Yes	1691_USD	No
0717-5248	0719-4749	Chile	Double_anonymous_peer_review	24	No	NA	No
NA	2468-080X	United_States	Anonymous_peer_review	15	No	NA	No
NA	2379-741X	United_States	Double_anonymous_peer_review	13	No	NA	No
NA	2314-7172	United_Kingdom	Double_anonymous_peer_review	9	No	NA	No
0124-7913	2027-145X	Colombia	Double_anonymous_peer_review	16	No	NA	No
2194-9042	2194-9050	Germany	Double_anonymous_peer_review	16	No	NA	No
2446-550X	2446-5259	Brazil	Anonymous_peer_review	12	No	NA	No
2414-3812	2519-2752	Ukraine	Double_anonymous_peer_review	8	No	NA	No
1873-9598	NA	"Taiwan,_Province_of_China"	Anonymous_peer_review	52	Yes	700_USD	No
2522-9613	2524-2822	Belarus	Anonymous_peer_review	4	No	NA	No
0216-1036	2339-1499	Indonesia	Double_anonymous_peer_review	12	No	NA	No
NA	2468-9122	United_Kingdom	Anonymous_peer_review	15	Yes	1400_USD	Yes
NA	1885-8996	Spain	Anonymous_peer_review	24	No	NA	No
1810-0546	2519-8890	Ukraine	Double_anonymous_peer_review	3	No	NA	No
2050-4365	2050-4373	United_Kingdom	Anonymous_peer_review	53	No	NA	No
1130-5274	2174-0550	Spain	Peer_review	26	No	NA	No
1560-2206	2309-2491	Norway	Peer_review	52	No	NA	No
NA	2432-3853	Japan	Anonymous_peer_review	18	Yes	200000_JPY	No
1657-3633	NA	Colombia	Double_anonymous_peer_review	12	No	NA	No
1132-0559	2173-4712	Spain	Peer_review	14	No	NA	No
2232-1314	NA	Malaysia	Anonymous_peer_review	25	Yes	200_USD	No
0854-3461	2541-0407	Indonesia	Double_anonymous_peer_review	4	No	NA	No
NA	2317-8825	Brazil	Anonymous_peer_review	24	No	NA	No
NA	2358-0763	Brazil	Double_anonymous_peer_review	15	No	NA	No
NA	2215-3462	Costa_Rica	Double_anonymous_peer_review	12	No	NA	No
NA	2594-9950	Brazil	Double_anonymous_peer_review	4	No	NA	No
NA	2545-8736	Argentina	Double_anonymous_peer_review	20	No	NA	No
NA	1808-3129	Brazil	Anonymous_peer_review	50	No	NA	No
2459-9700	2443-4175	United_Kingdom	Double_anonymous_peer_review	12	No	NA	No
NA	2205-5975	Australia	Anonymous_peer_review	5	No	NA	No
1945-7774	1944-9771	United_States	Anonymous_peer_review	29	No	NA	No
0103-3948	1983-3083	Brazil	"Peer_review,_Anonymous_peer_review"	28	Yes	800_BRL	No
NA	2500-316X	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
NA	1857-9833	North_Macedonia	Double_anonymous_peer_review	16	No	NA	No
1806-0013	2317-6393	Brazil	Peer_review	15	No	NA	No
NA	1697-218X	Spain	Anonymous_peer_review	10	No	NA	No
NA	2409-9961	Austria	Double_anonymous_peer_review	24	No	NA	No
1846-5412	1848-7971	Croatia	Double_anonymous_peer_review	40	No	NA	No
2476-6526	2538-2713	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	6	No	NA	No
NA	1984-7238	Brazil	Double_anonymous_peer_review	25	No	NA	No
1808-0251	2175-9405	Brazil	Double_anonymous_peer_review	48	No	NA	No
0212-5374	2386-3900	Spain	Double_anonymous_peer_review	20	No	NA	Yes
1695-6885	2014-9719	Spain	Double_anonymous_peer_review	12	No	NA	No
1519-0501	1983-4632	Brazil	Anonymous_peer_review	24	Yes	130_USD	No
NA	2035-5866	Italy	Double_anonymous_peer_review	12	No	NA	No
1803-3814	2571-3701	Czechia	Double_anonymous_peer_review	16	Yes	400_EUR	No
0976-6561	2229-6956	India	Double_anonymous_peer_review	8	No	NA	No
1898-1593	2353-9844	Poland	Double_anonymous_peer_review	27	No	NA	No
NA	1991-2773	Poland	Double_anonymous_peer_review	50	No	NA	No
NA	2299-6834	Poland	Double_anonymous_peer_review	20	No	NA	No
NA	2719-6577	Poland	Double_anonymous_peer_review	16	No	NA	No
0208-5577	2353-9712	Poland	"Editorial_review,_Double_anonymous_peer_review"	12	No	NA	No
2084-0772	2353-0928	Poland	Double_anonymous_peer_review	24	No	NA	No
1897-6557	NA	Poland	Double_anonymous_peer_review	24	No	NA	No
0137-6985	NA	Poland	Double_anonymous_peer_review	10	No	NA	No
NA	2504-1479	Switzerland	Double_anonymous_peer_review	2	No	NA	No
NA	2524-6178	Switzerland	Double_anonymous_peer_review	15	No	NA	No
NA	2731-0442	United_Kingdom	Anonymous_peer_review	12	No	NA	No
NA	2633-8386	United_Kingdom	Anonymous_peer_review	10	No	NA	No
NA	2692-7640	United_States	Anonymous_peer_review	21	No	NA	Yes
2049-6729	2049-6737	United_States	Double_anonymous_peer_review	16	No	NA	No
2150-9298	2150-9301	United_States	Anonymous_peer_review	16	No	NA	No
NA	2687-8941	United_States	Anonymous_peer_review	7	Yes	2472_USD	Yes
1758-9576	1758-9584	United_States	Double_anonymous_peer_review	12	No	NA	No
NA	2692-7659	United_States	Anonymous_peer_review	24	No	NA	Yes
NA	1912-0362	Canada	Double_anonymous_peer_review	40	No	NA	No
NA	2642-2387	United_States	Double_anonymous_peer_review	16	No	NA	No
NA	2667-2782	France	Anonymous_peer_review	9	Yes	2300_USD	Yes
NA	2430-3658	France	Open_peer_review	16	No	NA	No
NA	2717-3232	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	18	No	NA	No
2676-4164	2676-4172	"Iran,_Islamic_Republic_of"	Peer_review	8	Yes	3000000_IRR	No
2008-5125	2676-5705	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	48	Yes	2500000_IRR	Yes
2383-4196	2383-420X	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
2476-2938	2476-2946	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
2251-9041	2251-905X	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	10	No	NA	No
NA	2582-0400	India	Anonymous_peer_review	8	No	NA	No
1687-1537	2090-2565	India	Double_anonymous_peer_review	17	No	NA	No
0216-0544	2301-6914	Indonesia	Double_anonymous_peer_review	10	No	NA	No
2085-6989	2654-4733	Indonesia	Anonymous_peer_review	12	Yes	250000_IDR	Yes
1412-4181	2685-287X	Indonesia	Anonymous_peer_review	9	Yes	1000000_IDR	Yes
1410-5691	2580-5878	Indonesia	Double_anonymous_peer_review	12	No	NA	No
1412-2634	2548-4753	Indonesia	Double_anonymous_peer_review	12	No	NA	No
2580-863X	2597-7768	Indonesia	Double_anonymous_peer_review	8	No	NA	No
NA	2746-4806	Indonesia	Anonymous_peer_review	4	No	NA	No
2622-8882	2622-9935	Indonesia	Double_anonymous_peer_review	12	Yes	1000000_IDR	No
NA	2489-6152	Finland	Anonymous_peer_review	14	No	NA	No
2618-7957	NA	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
1806-9614	1984-3143	Brazil	Anonymous_peer_review	15	Yes	450_USD	Yes
NA	2623-1182	Indonesia	Double_anonymous_peer_review	12	No	NA	No
1997-3217	2312-4504	Russian_Federation	Double_anonymous_peer_review	24	No	NA	No
0326-8780	1852-2890	Argentina	Anonymous_peer_review	17	No	NA	No
NA	2666-4003	Netherlands	Open_peer_review	12	No	NA	No
NA	2014-7023	Spain	Double_anonymous_peer_review	32	No	NA	No
2234-0831	2288-9337	"Korea,_Republic_of"	Double_anonymous_peer_review	17	Yes	60_USD	No
0125-9318	1858-3768	Indonesia	Double_anonymous_peer_review	20	No	NA	No
2345-6256	2345-6892	"Iran,_Islamic_Republic_of"	Peer_review	24	No	NA	No
NA	2359-7704	Romania	Double_anonymous_peer_review	4	Yes	150_EUR	No
NA	1983-8611	Brazil	Double_anonymous_peer_review	57	No	NA	No
0102-4248	2595-4091	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	2317-837X	Brazil	Double_anonymous_peer_review	37	No	NA	No
NA	2595-816X	Brazil	Double_anonymous_peer_review	12	No	NA	No
NA	2359-0777	Brazil	Double_anonymous_peer_review	26	No	NA	No
NA	2182-7214	Portugal	Double_anonymous_peer_review	24	No	NA	No
NA	2195-8831	Germany	Anonymous_peer_review	17	No	NA	No
2228-7280	2228-7299	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	6	No	NA	No
NA	2518-6833	United_States	Double_anonymous_peer_review	39	No	NA	No
NA	2039-8573	Italy	Double_anonymous_peer_review	25	No	NA	No
1409-3669	2215-4728	Costa_Rica	Peer_review	4	No	NA	No
NA	2477-9342	"Venezuela,_Bolivarian_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
0034-849X	1988-4192	Spain	Double_anonymous_peer_review	48	No	NA	No
1016-765X	2707-966X	Austria	Double_anonymous_peer_review	50	No	NA	No
1738-8767	2287-1683	"Korea,_Republic_of"	Double_anonymous_peer_review	11	No	NA	No
NA	2212-9774	Italy	Anonymous_peer_review	28	No	NA	No
2723-2581	2598-3105	Indonesia	Double_anonymous_peer_review	12	No	NA	No
1521-4230	1933-8880	United_States	Anonymous_peer_review	30	No	NA	No
NA	2312-2757	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
NA	1824-2049	Italy	Double_anonymous_peer_review	5	No	NA	No
NA	2499-1422	Italy	Double_anonymous_peer_review	8	No	NA	No
NA	2038-3150	Italy	Double_anonymous_peer_review	10	No	NA	No
NA	2397-6764	United_Kingdom	Double_anonymous_peer_review	33	No	NA	No
NA	2178-1036	Brazil	Double_anonymous_peer_review	4	No	NA	No
NA	2237-101X	Brazil	Peer_review	20	No	NA	No
2194-7635	2194-7643	Germany	Double_anonymous_peer_review	12	Yes	2300_USD;_2000_EUR	Yes
1735-8620	2008-2371	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
1853-0710	2314-2502	Argentina	Double_anonymous_peer_review	15	No	NA	No
1413-2486	2595-315X	Brazil	Double_anonymous_peer_review	20	No	NA	No
2310-0842	2312-301X	Ukraine	Double_anonymous_peer_review	16	Yes	20_USD	Yes
NA	2452-5014	Chile	Double_anonymous_peer_review	24	No	NA	No
0718-8285	0719-9430	Chile	Double_anonymous_peer_review	12	No	NA	No
0520-4062	2446-7251	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	2235-0225	Switzerland	Anonymous_peer_review	25	No	NA	No
2614-5960	2615-4137	Indonesia	Double_anonymous_peer_review	12	Yes	25_USD	No
2617-0108	2663-6824	Ukraine	Double_anonymous_peer_review	10	No	NA	No
1901-5089	2245-1374	Denmark	Anonymous_peer_review	30	No	NA	No
NA	2675-7109	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	2179-8427	Brazil	Anonymous_peer_review	4	No	NA	No
NA	2447-7117	Brazil	Double_anonymous_peer_review	24	No	NA	Yes
NA	1981-9471	Brazil	"Editorial_review,_Double_anonymous_peer_review"	16	No	NA	No
2079-3634	2521-599X	Peru	"Editorial_review,_Double_anonymous_peer_review"	16	No	NA	No
NA	2708-0412	Paraguay	Double_anonymous_peer_review	4	No	NA	No
NA	2664-2891	Paraguay	Double_anonymous_peer_review	4	No	NA	No
0009-7381	1688-1281	Uruguay	Double_anonymous_peer_review	29	No	NA	No
1881-218X	1881-2198	Japan	Peer_review	23	No	NA	No
2223-6619	2307-4620	Hong_Kong	Double_anonymous_peer_review	80	No	NA	No
2734-9314	2734-9586	Viet_Nam	Double_anonymous_peer_review	8	No	NA	No
2452-4379	2452-5936	Chile	"Editorial_review,_Double_anonymous_peer_review"	12	No	NA	No
NA	0719-6296	Chile	Double_anonymous_peer_review	18	No	NA	No
1695-4033	1695-9531	Spain	Double_anonymous_peer_review	20	No	NA	Yes
1888-4415	1988-8856	Spain	Double_anonymous_peer_review	51	Yes	1250_EUR	Yes
1665-2681	2659-5982	Spain	Double_anonymous_peer_review	36	Yes	1500_USD	Yes
NA	2341-2879	Spain	Double_anonymous_peer_review	20	No	NA	Yes
2621-3990	2621-4008	Indonesia	Peer_review	12	No	NA	No
2339-2258	2548-821X	Indonesia	Double_anonymous_peer_review	24	Yes	300000_IDR	No
2085-8167	2549-7057	Indonesia	Double_anonymous_peer_review	8	Yes	300000_IDR	No
0123-8418	2215-7484	Colombia	Double_anonymous_peer_review	21	No	NA	No
2528-5971	2528-598X	Indonesia	Peer_review	24	No	NA	No
2338-2325	2540-9697	Indonesia	Anonymous_peer_review	12	No	NA	No
1807-9717	NA	Brazil	Peer_review	12	No	NA	No
1513-7368	2476-762X	"Iran,_Islamic_Republic_of"	Anonymous_peer_review	6	Yes	200_USD	Yes
NA	2474-1795	United_States	Double_anonymous_peer_review	26	No	NA	No
NA	2528-8083	Ecuador	Double_anonymous_peer_review	12	No	NA	No
NA	2525-8524	Brazil	Double_anonymous_peer_review	12	No	NA	No
NA	2314-2189	Argentina	Double_anonymous_peer_review	6	No	NA	No
NA	1807-6211	Brazil	Double_anonymous_peer_review	20	No	NA	No
NA	2594-7559	Brazil	Double_anonymous_peer_review	7	No	NA	No
1858-0610	2477-8184	Indonesia	Anonymous_peer_review	12	No	NA	No
NA	2346-3775	Colombia	Peer_review	16	No	NA	No
NA	2242-4075	Finland	Double_anonymous_peer_review	24	Yes	800_EUR	Yes
NA	2669-0195	Lithuania	Anonymous_peer_review	6	Yes	350_EUR	No
2614-3488	2614-3496	Indonesia	Anonymous_peer_review	16	Yes	30_USD	Yes
1983-6597	2358-1425	Brazil	Double_anonymous_peer_review	20	No	NA	No
1754-8403	1754-8411	United_Kingdom	Anonymous_peer_review	21	Yes	2500_GBP;_3750_USD	Yes
1026-597X	NA	Austria	Anonymous_peer_review	24	No	NA	No
2037-2485	2384-9428	Italy	Double_anonymous_peer_review	8	No	NA	No
2087-085X	NA	Indonesia	Double_anonymous_peer_review	24	No	NA	No
0120-548X	1900-1649	Colombia	Anonymous_peer_review	13	No	NA	No
0014-6722	1853-0605	Argentina	Double_anonymous_peer_review	20	No	NA	No
1996-7012	2310-158X	Russian_Federation	Double_anonymous_peer_review	5	No	NA	No
2000-2955	NA	Sweden	Double_anonymous_peer_review	30	No	NA	No
1864-6956	2190-4936	Germany	Double_anonymous_peer_review	40	No	NA	No
NA	1903-248X	Denmark	Double_anonymous_peer_review	25	No	NA	No
