ISSN	assigned	peer_review_model
1762-6110	NA	Unknown
1668-7515	NA	Double/triple_blind
2340-1176	NA	Double/triple_blind
1982-1956	NA	Unknown
1760-7914	NA	Unknown
1718-9977	NA	Double/triple_blind
1682-2749	NA	Unknown
2237-826X	NA	Double/triple_blind
1514-0121	NA	Double/triple_blind
2202-3518	NA	Unknown
1449-8618	NA	Double/triple_blind
2396-9415	NA	Double/triple_blind
1562-3297	NA	Double/triple_blind
2254-4313	NA	Double/triple_blind
0718-8706	NA	Unknown
2734-844X	NA	Double/triple_blind
2528-181X	NA	Double/triple_blind
2306-5710	NA	Unknown
2148-2373	NA	Double/triple_blind
1575-5886	NA	Double/triple_blind
2405-5808	NA	Unknown
2590-2075	NA	Double/triple_blind
1177-9322	NA	Unknown
1450-3417	NA	Double/triple_blind
1177-2719	NA	Unknown
1179-5972	NA	Unknown
0043-9630	NA	Double/triple_blind
2055-7159	NA	Double/triple_blind
1179-9889	NA	Unknown
2543-6368	NA	Unknown
2054-4774	NA	Unknown
2397-3269	NA	Unknown
0211-8483	NA	Double/triple_blind
2173-0695	NA	Unknown
2633-1462	NA	Double/triple_blind
2352-1872	NA	Unknown
2014-8992	NA	Double/triple_blind
2067-3957	NA	Unknown
2394-8108	NA	Double/triple_blind
2240-2829	NA	Unknown
2031-0293	NA	Double/triple_blind
1314-5088	NA	Double/triple_blind
1978-2993	NA	Unknown
1847-8344	NA	Unknown
1957-7761	NA	Double/triple_blind
2239-1118	NA	Double/triple_blind
1918-2902	NA	Unknown
1920-9355	NA	Unknown
2474-0527	NA	Unknown
2666-8939	NA	Unknown
2588-9133	NA	Unknown
2636-333X	NA	Double/triple_blind
2574-0954	NA	Double/triple_blind
2532-3563	NA	Double/triple_blind
2282-7447	NA	Double/triple_blind
1662-6567	NA	Unknown
1662-6575	NA	Unknown
1663-2699	NA	Unknown
1699-4949	NA	Double/triple_blind
2667-2375	NA	Unknown
2571-6131	NA	Unknown
1664-5456	NA	Unknown
2297-6477	NA	Unknown
1809-127X	NA	Unknown
2667-0224	NA	Unknown
2525-5061	NA	Double/triple_blind
2324-481X	NA	Unknown
2159-2411	NA	Double/triple_blind
0717-554X	NA	Double/triple_blind
2590-2520	NA	Unknown
1210-4027	NA	Double/triple_blind
2515-4230	NA	Double/triple_blind
2666-7894	NA	Unknown
2057-4347	NA	Double/triple_blind
2383-4625	NA	Double/triple_blind
1178-7023	NA	Unknown
1179-1357	NA	Unknown
1973-4832	NA	Double/triple_blind
1179-5476	NA	Unknown
1179-5514	NA	Unknown
1177-5483	NA	Unknown
2632-010X	NA	Unknown
2304-0394	NA	Double/triple_blind
1178-6981	NA	Unknown
2039-7275	NA	Unknown
2317-1782	NA	Unknown
2332-2039	NA	Unknown
2331-1916	NA	Unknown
2331-1908	NA	Unknown
2331-1886	NA	Unknown
1697-2104	NA	Unknown
2382-4018	NA	Unknown
1447-0950	NA	Double/triple_blind
1836-0394	NA	Double/triple_blind
1933-5954	NA	Double/triple_blind
1911-4745	NA	Unknown
2300-7443	NA	Unknown
2386-3935	NA	Double/triple_blind
2666-6820	NA	Unknown
2073-431X	NA	Unknown
2666-5573	NA	Double/triple_blind
2299-3282	NA	Unknown
1958-9212	NA	Double/triple_blind
2386-7655	NA	Double/triple_blind
2078-7170	NA	Double/triple_blind
1837-5391	NA	Double/triple_blind
1870-5308	NA	Double/triple_blind
2148-9696	NA	Double/triple_blind
1920-4175	NA	Double/triple_blind
1575-9733	NA	Unknown
0718-4123	NA	Double/triple_blind
1138-9877	NA	Double/triple_blind
1668-1584	NA	Double/triple_blind
2602-3032	NA	Double/triple_blind
0718-5472	NA	Double/triple_blind
2475-2991	NA	Unknown
2590-2628	NA	Unknown
2666-0490	NA	Double/triple_blind
2666-027X	NA	Unknown
2342-7205	NA	Double/triple_blind
2353-7396	NA	Unknown
1278-3366	NA	Double/triple_blind
1311-9702	NA	Unknown
2523-3246	NA	Double/triple_blind
2352-3409	NA	Unknown
1886-1881	NA	Double/triple_blind
2255-5889	NA	Double/triple_blind
2155-8213	NA	Double/triple_blind
2296-3529	NA	Unknown
2053-4701	NA	Unknown
1821-2506	NA	Double/triple_blind
1772-9971	NA	Double/triple_blind
2013-2247	NA	Double/triple_blind
2325-3290	NA	Unknown
1733-5566	NA	Double/triple_blind
2179-8966	NA	Double/triple_blind
1963-1723	NA	Double/triple_blind
1828-5961	NA	Double/triple_blind
2035-6803	NA	Unknown
1177-3928	NA	Unknown
2032-9407	NA	Double/triple_blind
2589-8116	NA	Double/triple_blind
1754-6605	NA	Unknown
2055-0464	NA	Unknown
1659-4142	NA	Double/triple_blind
2254-0059	NA	Double/triple_blind
2179-8435	NA	Double/triple_blind
2221-4070	NA	Double/triple_blind
2444-8729	NA	Unknown
2090-6218	NA	Unknown
2254-8718	NA	Double/triple_blind
2666-688X	NA	Unknown
2619-9831	NA	Double/triple_blind
1443-9255	NA	Double/triple_blind
0719-3432	NA	Double/triple_blind
2590-1745	NA	Unknown
2413-8053	NA	Double/triple_blind
1866-3621	NA	Double/triple_blind
2149-7109	NA	Double/triple_blind
1691-5208	NA	Unknown
2665-9727	NA	Double/triple_blind
2058-5888	NA	Unknown
1178-6302	NA	Unknown
2354-0079	NA	Double/triple_blind
2491-6765	NA	Unknown
2491-9292	NA	Unknown
2105-0716	NA	Unknown
2195-7045	NA	Unknown
1518-2487	NA	Unknown
1958-5500	NA	Double/triple_blind
2340-7263	NA	Unknown
1951-6169	NA	Double/triple_blind
1870-9060	NA	Double/triple_blind
2308-0132	NA	Double/triple_blind
2313-9676	NA	Double/triple_blind
2318-0501	NA	Double/triple_blind
1676-2592	NA	Double/triple_blind
1825-5167	NA	Double/triple_blind
1695-324X	NA	Unknown
2510-523X	NA	Unknown
2193-9438	NA	Unknown
2192-4376	NA	Unknown
2001-8525	NA	Double/triple_blind
2548-0839	NA	Double/triple_blind
2000-7426	NA	Double/triple_blind
2585-2906	NA	Double/triple_blind
2036-4091	NA	Double/triple_blind
1715-720X	NA	Double/triple_blind
1179-2744	NA	Unknown
1721-6915	NA	Double/triple_blind
2221-2434	NA	Unknown
2687-6442	NA	Double/triple_blind
1336-5266	NA	Unknown
2172-9077	NA	Double/triple_blind
2405-6766	NA	Unknown
2666-5662	NA	Unknown
2667-0259	NA	Unknown
2602-4039	NA	Double/triple_blind
2172-0150	NA	Double/triple_blind
0867-6356	NA	Unknown
2080-7279	NA	Double/triple_blind
2312-3222	NA	Unknown
2624-7852	NA	Unknown
2296-9144	NA	Unknown
2096-9457	NA	Unknown
2666-8335	NA	Unknown
1999-5903	NA	Unknown
2056-5623	NA	Double/triple_blind
1989-9289	NA	Double/triple_blind
2147-2092	NA	Unknown
2255-5684	NA	Double/triple_blind
2104-3736	NA	Double/triple_blind
1578-5157	NA	Unknown
2054-4049	NA	Double/triple_blind
1426-8981	NA	Unknown
2666-5425	NA	Unknown
2054-4200	NA	Unknown
1918-6711	NA	Double/triple_blind
2059-4364	NA	Double/triple_blind
1918-5901	NA	Double/triple_blind
2193-8091	NA	Unknown
2172-8690	NA	Unknown
2352-5789	NA	Unknown
2228-6497	NA	Double/triple_blind
2164-2850	NA	Double/triple_blind
2420-8124	NA	Unknown
1178-6329	NA	Unknown
2666-5018	NA	Unknown
2038-8322	NA	Unknown
1179-1535	NA	Unknown
1139-7489	NA	Double/triple_blind
2284-0753	NA	Double/triple_blind
2328-1308	NA	Double/triple_blind
2145-132X	NA	Unknown
1696-2060	NA	Double/triple_blind
1576-4729	NA	Unknown
1983-9928	NA	Double/triple_blind
2444-0043	NA	Double/triple_blind
2203-7543	NA	Double/triple_blind
1179-1373	NA	Unknown
2014-3567	NA	Double/triple_blind
2666-2477	NA	Unknown
2471-965X	NA	Double/triple_blind
1882-3416	NA	Unknown
2254-2035	NA	Double/triple_blind
2667-2421	NA	Unknown
2147-9380	NA	Double/triple_blind
2214-2509	NA	Unknown
1918-3178	NA	Unknown
1699-8154	NA	Double/triple_blind
2329-9231	NA	Unknown
2182-7796	NA	Double/triple_blind
2458-7508	NA	Double/triple_blind
2105-1232	NA	Double/triple_blind
2174-2464	NA	Double/triple_blind
2589-7934	NA	Double/triple_blind
2076-8184	NA	Double/triple_blind
1852-4516	NA	Double/triple_blind
2515-8961	NA	Double/triple_blind
2364-7485	NA	Double/triple_blind
2048-7754	NA	Unknown
1178-7104	NA	Unknown
2197-425X	NA	Unknown
1929-073X	NA	Unknown
1541-5015	NA	Double/triple_blind
2014-3680	NA	Double/triple_blind
1916-5781	NA	Double/triple_blind
1833-2595	NA	Double/triple_blind
2010-1325	NA	Unknown
2291-8639	NA	Unknown
1823-6243	NA	Double/triple_blind
2374-6793	NA	Double/triple_blind
1511-1369	NA	Double/triple_blind
2772-4875	NA	Unknown
1976-5681	NA	Double/triple_blind
1920-7298	NA	Double/triple_blind
2305-6894	NA	Unknown
2014-9018	NA	Double/triple_blind
2014-3591	NA	Double/triple_blind
2386-4303	NA	Unknown
1529-8094	NA	Double/triple_blind
2073-7629	NA	Unknown
1847-9790	NA	Double/triple_blind
2227-7072	NA	Unknown
1823-0334	NA	Unknown
1934-5267	NA	Double/triple_blind
1178-7058	NA	Unknown
2340-5317	NA	Double/triple_blind
2153-2648	NA	Unknown
2384-8766	NA	Double/triple_blind
1708-7570	NA	Double/triple_blind
1945-2020	NA	Double/triple_blind
1178-6469	NA	Unknown
2314-4580	NA	Double/triple_blind
1710-2146	NA	Double/triple_blind
2538-1032	NA	Double/triple_blind
2182-9535	NA	Double/triple_blind
1179-142X	NA	Unknown
1540-580X	NA	Double/triple_blind
2197-6775	NA	Unknown
2171-6080	NA	Double/triple_blind
2340-8685	NA	Unknown
2174-5609	NA	Double/triple_blind
1837-6290	NA	Double/triple_blind
2239-7132	NA	Unknown
2239-267X	NA	Double/triple_blind
2037-3597	NA	Double/triple_blind
2363-9024	NA	Unknown
2475-8876	NA	Unknown
2500-2872	NA	Double/triple_blind
1824-2049	NA	Double/triple_blind
0962-9696	NA	Double/triple_blind
2038-5366	NA	Double/triple_blind
2369-1999	NA	Unknown
2292-9495	NA	Unknown
2369-3762	NA	Unknown
2561-6722	NA	Unknown
2666-3309	NA	Unknown
2000-4214	NA	Double/triple_blind
1074-0708	NA	Double/triple_blind
2666-1543	NA	Unknown
2360-266X	NA	Double/triple_blind
2383-4536	NA	Unknown
1927-4416	NA	Unknown
1179-2736	NA	Unknown
1758-2733	NA	Double/triple_blind
1179-5735	NA	Unknown
2371-4107	NA	Double/triple_blind
1741-7627	NA	Unknown
1346-4280	NA	Unknown
2405-5794	NA	Unknown
2000-9666	NA	Double/triple_blind
2504-477X	NA	Unknown
1920-180X	NA	Unknown
1815-347X	NA	Double/triple_blind
2413-0516	NA	Double/triple_blind
2452-2325	NA	Double/triple_blind
2057-2085	NA	Unknown
2543-3288	NA	Double/triple_blind
2279-7149	NA	Double/triple_blind
2299-8993	NA	Unknown
1975-5937	NA	Unknown
1847-9286	NA	Unknown
2515-690X	NA	Double/triple_blind
0022-0140	NA	Double/triple_blind
2158-6179	NA	Double/triple_blind
1880-5558	NA	Unknown
1936-6280	NA	Double/triple_blind
2081-9919	NA	Unknown
1302-7212	NA	Double/triple_blind
2347-8128	NA	Double/triple_blind
1179-3201	NA	Unknown
1203-1542	NA	Double/triple_blind
2159-8118	NA	Double/triple_blind
1988-5202	NA	Double/triple_blind
1312-773X	NA	Double/triple_blind
2381-5892	NA	Double/triple_blind
1874-4753	NA	Unknown
2001-015X	NA	Double/triple_blind
2324-7096	NA	Unknown
1339-4045	NA	Double/triple_blind
2055-0472	NA	Unknown
1759-9008	NA	Unknown
2170-127X	NA	Double/triple_blind
2190-5983	NA	Unknown
2351-8200	NA	Unknown
2382-1205	NA	Unknown
2008-0387	NA	Double/triple_blind
2228-7477	NA	Double/triple_blind
2149-1658	NA	Double/triple_blind
2666-6235	NA	Unknown
1488-559X	NA	Double/triple_blind
2392-7674	NA	Unknown
1813-8535	NA	Unknown
2193-6358	NA	Unknown
2324-2426	NA	Double/triple_blind
2254-7339	NA	Double/triple_blind
2048-6790	NA	Unknown
2049-1565	NA	Unknown
2322-1372	NA	Double/triple_blind
2281-0692	NA	Unknown
2213-5766	NA	Unknown
2055-0294	NA	Unknown
0719-4250	NA	Unknown
2399-6528	NA	Unknown
2515-7647	NA	Unknown
1073-0451	NA	Double/triple_blind
1645-4537	NA	Double/triple_blind
2051-655X	NA	Unknown
2387-2306	NA	Unknown
2381-3717	NA	Double/triple_blind
2279-9028	NA	Unknown
2148-2624	NA	Double/triple_blind
1943-0922	NA	Double/triple_blind
1712-8277	NA	Double/triple_blind
1836-8808	NA	Double/triple_blind
2456-2068	NA	Unknown
1948-660X	NA	Unknown
0973-7154	NA	Double/triple_blind
2042-8812	NA	Unknown
1848-9257	NA	Unknown
1658-3612	NA	Double/triple_blind
1492-1154	NA	Unknown
2474-7661	NA	Double/triple_blind
1708-6892	NA	Double/triple_blind
0350-7599	NA	Double/triple_blind
2148-7847	NA	Unknown
2589-9090	NA	Unknown
1916-8128	NA	Double/triple_blind
2148-9580	NA	Double/triple_blind
2325-4017	NA	Double/triple_blind
2352-5878	NA	Unknown
2289-7232	NA	Double/triple_blind
1303-2399	NA	Double/triple_blind
2590-0595	NA	Unknown
2092-6715	NA	Unknown
2571-3868	NA	Unknown
2049-324X	NA	Double/triple_blind
1934-5275	NA	Double/triple_blind
2035-4797	NA	Unknown
2379-6146	NA	Unknown
1390-6631	NA	Unknown
1058-6768	NA	Unknown
1721-0151	NA	Unknown
1647-0818	NA	Unknown
2281-4841	NA	Unknown
1304-0057	NA	Double/triple_blind
1814-151X	NA	Double/triple_blind
2422-779X	NA	Double/triple_blind
2072-5981	NA	Unknown
2386-8295	NA	Double/triple_blind
1286-4692	NA	Double/triple_blind
2265-4224	NA	Unknown
2288-8101	NA	Double/triple_blind
2014-3605	NA	Double/triple_blind
2187-9745	NA	Unknown
1989-0494	NA	Unknown
1179-1470	NA	Unknown
2211-7539	NA	Unknown
1727-897X	NA	Double/triple_blind
2282-1619	NA	Double/triple_blind
2147-673X	NA	Double/triple_blind
0717-6384	NA	Unknown
1309-6915	NA	Double/triple_blind
1518-1219	NA	Double/triple_blind
2214-0301	NA	Unknown
2067-3655	NA	Unknown
2340-8413	NA	Double/triple_blind
1659-097X	NA	Unknown
0213-9634	NA	Double/triple_blind
0867-6046	NA	Double/triple_blind
2341-2593	NA	Double/triple_blind
1828-695X	NA	Unknown
1515-5994	NA	Double/triple_blind
2075-8545	NA	Unknown
1177-8903	NA	Unknown
2632-8674	NA	Unknown
2237-4558	NA	Double/triple_blind
2528-8563	NA	Double/triple_blind
2641-4368	NA	Double/triple_blind
1715-6718	NA	Double/triple_blind
2239-5474	NA	Unknown
2468-2160	NA	Unknown
0809-6724	NA	Double/triple_blind
1799-649X	NA	Double/triple_blind
2245-0157	NA	Double/triple_blind
1403-1108	NA	Double/triple_blind
2263-8989	NA	Double/triple_blind
1817-4078	NA	Double/triple_blind
2230-522X	NA	Unknown
1179-1489	NA	Unknown
2055-2238	NA	Unknown
1989-1385	NA	Double/triple_blind
1988-5105	NA	Double/triple_blind
2250-7116	NA	Unknown
2524-4655	NA	Unknown
1139-7365	NA	Unknown
1179-1500	NA	Unknown
1179-1519	NA	Unknown
1179-1543	NA	Unknown
1179-156X	NA	Unknown
2391-9531	NA	Unknown
2299-1093	NA	Unknown
2451-3474	NA	Unknown
2053-3624	NA	Unknown
2300-9969	NA	Unknown
2300-6579	NA	Double/triple_blind
1851-7811	NA	Double/triple_blind
1984-6428	NA	Unknown
1318-5454	NA	Unknown
1847-5450	NA	Double/triple_blind
1018-1539	NA	Double/triple_blind
2053-8855	NA	Double/triple_blind
2689-2820	NA	Double/triple_blind
1695-6494	NA	Double/triple_blind
1852-4249	NA	Unknown
2405-6731	NA	Unknown
2255-4505	NA	Double/triple_blind
1695-7121	NA	Double/triple_blind
2041-7136	NA	Double/triple_blind
1179-271X	NA	Unknown
1754-9493	NA	Unknown
2666-3899	NA	Unknown
2281-8421	NA	Unknown
2386-6098	NA	Double/triple_blind
1224-984X	NA	Double/triple_blind
0718-4867	NA	Double/triple_blind
1517-6398	NA	Double/triple_blind
2509-4262	NA	Unknown
1913-4711	NA	Unknown
1136-3169	NA	Double/triple_blind
2300-5076	NA	Double/triple_blind
2081-2221	NA	Double/triple_blind
2075-5279	NA	Double/triple_blind
0928-5105	NA	Unknown
2051-817X	NA	Unknown
2667-064X	NA	Unknown
2634-8535	NA	Unknown
2169-7574	NA	Unknown
2364-7671	NA	Unknown
1886-1350	NA	Double/triple_blind
2200-6133	NA	Unknown
1659-0201	NA	Double/triple_blind
2316-932X	NA	Double/triple_blind
1748-135X	NA	Unknown
2383-451X	NA	Unknown
2216-0159	NA	Double/triple_blind
2642-2514	NA	Unknown
1989-3469	NA	Double/triple_blind
2590-0617	NA	Unknown
1852-9488	NA	Double/triple_blind
1688-7026	NA	Double/triple_blind
2222-5196	NA	Double/triple_blind
2171-2085	NA	Double/triple_blind
2220-8372	NA	Unknown
2204-2091	NA	Unknown
1037-9851	NA	Double/triple_blind
2235-8676	NA	Unknown
0719-0417	NA	Double/triple_blind
0137-477X	NA	Double/triple_blind
1052-0147	NA	Unknown
2014-6418	NA	Double/triple_blind
2573-0134	NA	Double/triple_blind
2571-550X	NA	Unknown
2666-0334	NA	Unknown
1669-6581	NA	Double/triple_blind
2037-741X	NA	Double/triple_blind
1941-0832	NA	Double/triple_blind
1885-9089	NA	Double/triple_blind
2076-9172	NA	Unknown
2014-671X	NA	Double/triple_blind
2531-0488	NA	Double/triple_blind
1981-9919	NA	Unknown
1414-381X	NA	Double/triple_blind
1733-2478	NA	Double/triple_blind
2014-3621	NA	Double/triple_blind
1578-7680	NA	Unknown
1696-1412	NA	Double/triple_blind
2050-490X	NA	Unknown
2168-1376	NA	Double/triple_blind
1696-4713	NA	Double/triple_blind
1699-3950	NA	Double/triple_blind
1134-4032	NA	Double/triple_blind
1179-7282	NA	Unknown
2564-7261	NA	Double/triple_blind
2659-9031	NA	Double/triple_blind
1179-8475	NA	Unknown
2264-6949	NA	Double/triple_blind
2213-0071	NA	Unknown
2051-3380	NA	Double/triple_blind
2590-0374	NA	Unknown
2211-7156	NA	Unknown
2590-1230	NA	Unknown
2666-5204	NA	Double/triple_blind
2255-4165	NA	Double/triple_blind
1973-3909	NA	Unknown
2178-0080	NA	Double/triple_blind
2176-9036	NA	Double/triple_blind
1852-4206	NA	Double/triple_blind
2007-3380	NA	Double/triple_blind
2176-6649	NA	Unknown
1807-1228	NA	Unknown
2525-4863	NA	Unknown
1984-4956	NA	Double/triple_blind
2177-5184	NA	Double/triple_blind
0719-2576	NA	Unknown
2216-1201	NA	Double/triple_blind
2422-0582	NA	Double/triple_blind
1990-8644	NA	Double/triple_blind
0122-8706	NA	Double/triple_blind
2310-3469	NA	Double/triple_blind
2223-1781	NA	Double/triple_blind
1414-7564	NA	Double/triple_blind
2358-6303	NA	Double/triple_blind
2254-7444	NA	Double/triple_blind
2341-2216	NA	Double/triple_blind
2238-3360	NA	Unknown
0212-8594	NA	Double/triple_blind
1887-4460	NA	Double/triple_blind
2316-3712	NA	Double/triple_blind
2236-0972	NA	Double/triple_blind
0212-5862	NA	Double/triple_blind
2174-5218	NA	Double/triple_blind
2359-5639	NA	Double/triple_blind
0041-8811	NA	Double/triple_blind
1988-7221	NA	Unknown
0719-5885	NA	Double/triple_blind
2340-8340	NA	Unknown
0717-5051	NA	Double/triple_blind
2145-2946	NA	Double/triple_blind
2223-2516	NA	Double/triple_blind
2145-4086	NA	Double/triple_blind
1808-2432	NA	Unknown
2176-171X	NA	Unknown
1698-7454	NA	Unknown
1697-5197	NA	Double/triple_blind
1409-4258	NA	Unknown
2340-5104	NA	Double/triple_blind
1697-011X	NA	Double/triple_blind
2318-1001	NA	Double/triple_blind
2215-2504	NA	Double/triple_blind
2172-7775	NA	Double/triple_blind
0718-5693	NA	Double/triple_blind
0719-0700	NA	Double/triple_blind
2254-8726	NA	Double/triple_blind
1517-2856	NA	Unknown
1983-5213	NA	Unknown
2255-0461	NA	Unknown
1697-8293	NA	Double/triple_blind
2346-075X	NA	Unknown
2174-3681	NA	Double/triple_blind
1852-8759	NA	Double/triple_blind
1019-6609	NA	Double/triple_blind
1853-6190	NA	Unknown
1695-288X	NA	Double/triple_blind
0718-0527	NA	Double/triple_blind
1519-9029	NA	Unknown
2183-4938	NA	Double/triple_blind
2174-7210	NA	Double/triple_blind
2254-6111	NA	Double/triple_blind
1760-5393	NA	Double/triple_blind
1885-3137	NA	Double/triple_blind
2179-3565	NA	Double/triple_blind
0719-4994	NA	Double/triple_blind
1724-6768	NA	Double/triple_blind
2197-4225	NA	Unknown
1582-3296	NA	Unknown
2286-2218	NA	Unknown
2633-0679	NA	NA
2304-3415	NA	Double/triple_blind
2050-313X	NA	Unknown
2050-3121	NA	Unknown
2377-9608	NA	Double/triple_blind
1991-1696	NA	Double/triple_blind
2202-5677	NA	Double/triple_blind
2245-8875	NA	Double/triple_blind
2215-0013	NA	Unknown
2090-908X	NA	Unknown
2501-1960	NA	Double/triple_blind
1211-555X	NA	Double/triple_blind
2340-4841	NA	Unknown
1937-8912	NA	Double/triple_blind
2666-0539	NA	Double/triple_blind
1834-6049	NA	Double/triple_blind
2314-2189	NA	Double/triple_blind
1210-3896	NA	Double/triple_blind
2038-3150	NA	Double/triple_blind
1989-8487	NA	Unknown
2378-0231	NA	Double/triple_blind
2500-0535	NA	Unknown
2451-912X	NA	Unknown
1999-7639	NA	Double/triple_blind
1998-8125	NA	Double/triple_blind
2253-6574	NA	Unknown
2300-7451	NA	Unknown
2432-261X	NA	Double/triple_blind
1448-6156	NA	Double/triple_blind
2165-2627	NA	Double/triple_blind
2007-1868	NA	Double/triple_blind
2405-7223	NA	Unknown
2205-0795	NA	Double/triple_blind
1988-1088	NA	Double/triple_blind
0137-6365	NA	Unknown
1842-4120	NA	Double/triple_blind
2185-3762	NA	Double/triple_blind
1911-4788	NA	Double/triple_blind
1179-8467	NA	Unknown
1178-2218	NA	Unknown
2589-8450	NA	Double/triple_blind
2198-7793	NA	Unknown
1477-7487	NA	Double/triple_blind
2765-8511	NA	Unknown
2666-1888	NA	Unknown
2509-9396	NA	Unknown
2239-0243	NA	Double/triple_blind
1927-0321	NA	Double/triple_blind
2038-3460	NA	Double/triple_blind
1988-8430	NA	Double/triple_blind
1549-2230	NA	Double/triple_blind
2175-1803	NA	Unknown
2236-9937	NA	Double/triple_blind
1954-4863	NA	Double/triple_blind
1983-3652	NA	Double/triple_blind
2039-4357	NA	Unknown
2631-7745	NA	Unknown
2515-8414	NA	Unknown
1699-7778	NA	Unknown
1579-7422	NA	Double/triple_blind
1179-173X	NA	Unknown
2237-101X	NA	Unknown
2255-3827	NA	Unknown
2013-6757	NA	Double/triple_blind
0325-173X	NA	Double/triple_blind
1578-7559	NA	Double/triple_blind
2052-4986	NA	Unknown
1836-9324	NA	Double/triple_blind
1449-8855	NA	Unknown
2373-8731	NA	Unknown
1179-1616	NA	Unknown
1407-6160	NA	Double/triple_blind
2160-8288	NA	Unknown
1726-670X	NA	Double/triple_blind
2590-0366	NA	Double/triple_blind
2055-0936	NA	Unknown
2666-6790	NA	Unknown
2717-6398	NA	Double/triple_blind
2667-7466	NA	Double/triple_blind
